341 22706,Estudios y trabajos técnicos,25000,0,25000,3763,
341 22709,Servicios Deportivos,150000,4300,154300,139319.63,
341 22710,Servicios Socorristas,40000,10000,50000,39572.35,
341 22799,Otros trabajos realizados por otras empresas y pro,5,0,5,1231.04,
341 45000,Convenio CCAA Instalaciones IES,13300,4895,18195,18129.24,
341 47900,Subvención Club Hípico del Sur ,4050,1000,5050,5050,
341 48000,Subvenciones,700000,0,700000,650739.81,
341 48001,Subvención Club Zapatera Export,9720,2280,12000,12000,
341 48002,Subvención Club Teniskuick Los Cristianos,2430,0,2430,0,
341 48003,Subvención Ledesma Internac de Activid Colombófila,2430,0,2430,2430,
341 48004,Subvención Sociedad Cazadores Arona Sur,1800,0,1800,588.45,
341 48005,Subv. IES Galletas GFGSAFD,2000,0,2000,0,
341 48019,Sub. AS Valle Sur Fátima,0,5000,5000,3564.75,
341 48030,Subv. C. Chinet Kick Boxing,0,3000,3000,0,
341 48031,Subv. Vilaflor Park SLU,0,3000,3000,0,
341 48032,Subv. CFS Costa Sur,0,3500,3500,1320,
341 48033,Subv. Marina del Sur S.L,0,2000,2000,2000,
341 48034,Subv. C.Navegantes de Arona,0,1500,1500,0,
341 48035,Subv. C. Boxeo Povedano,0,5000,5000,0,
341 48036,Subvención C. Arena Park,0,5000,5000,1098.8,
341 48037,Subv. A.S.C. Las Galletas,0,3000,3000,0,
341 48038,Subv. C.N. Los Cristianos Arona,0,2000,2000,0,
341 48039,Subv. Federación Canaria de Hípica ,0,1000,1000,0,
341 48040,Subv. C. Global Tramp,0,2000,2000,0,
341 48041,Subv. C.D. Ichatrail,0,2000,2000,3000,
341 48046,Subvención Directa Real Boxing Club,0,5000,5000,5000,
341 48047,Federación Canaria de Actividades Subacáticas,0,3000,3000,3000,
341 48048,Club Oversea. Jornadas inic. Paddel Surf,0,2000,2000,0,
341 48049,Federación Canaria de Surf,0,5000,5000,0,
341 48050,Ichasagua Trail. Cpto. Amateur Paddel,0,1000,1000,0,
341 48051,Federación Canaria de Karate. Campeonato Open,0,3000,3000,3000,
341 48052,Club de Atletismo Arona. Torneo men. Mario Pestano,0,2000,2000,0,
341 48053,Club Varillaso Pesca Submarina. Open Cazafotosub,0,1500,1500,0,
342 20300,Arrendamiento de maquinaria instalación y utillaje,5,0,5,0,
342 20500,Arrendamiento de mobiliario y enseres,5,0,5,0,
342 21200,"Reparac., mantenim. y cons.edif. y otras construc.",20000,163500,183500,54181.77,
342 21300,"Repar.maquinaria, utillaje, instalaciones tecnicas",6000,-11900,-5900,16197.94,
342 21301,Mantenimiento Placas Solares,18000,-13212,4788,4787.12,
342 21400,"Reparación, mantenimiento  y conserv elem. transp.",3000,-3065,-65,4071.54,
342 21500,"Reparaciones, mantenim. y conservac. Mobiliario",1465.03,0,1465.03,7370.16,
342 21901,Mantenimiento Campos Cesped Natural,60000,60000,120000,69993.92,
342 21902,Mantenimiento Césped Artificial,30000,-4623,25377,24000.96,
342 22000,Ordinario no inventariable,20000,0,20000,23922.62,
342 22101,Agua,5,0,5,0,
342 22103,Combustibles Piscina,120000,0,120000,109707.58,
342 22106,Productos farmacéuticos y material sanitario,1000,0,1000,0,
342 22108,Cloros Algicidas y otros,37000,0,37000,27931.43,
342 22109,Material Deportivo no Inventariable,25000,51700,76700,51612.43,
342 22124,Suministro Mobiliario y Enseres,0,18000,18000,12776.34,
342 22199,Otros Suministros ,500,0,500,8760.82,
342 22300,Transportes por Carretera,60000,0,60000,47294.71,
342 22602,Publicidad y propaganda,54000,0,54000,43507.7,
342 22700,Limpieza y aseo,5500,0,5500,4277.17,
342 22701,Seguridad,40000,0,40000,47436.27,
342 22741,Servicio de Mantenimiento Jardines Municipales,1,0,1,17655,
342 62901,Material Deportivo Inventariable,25000,0,25000,6763.06,
342 63200,Edificios y otras construcciones,1000,0,1000,0,
342 63900,Otras Invers. en Reposición ,1000,0,1000,0,
920 11000,Retribuciones Básicas,28999.88,-4000,24999.88,24939.88,
929 50000,Fondo de contingencia,12462.77,0,12462.77,0,
931 83101,Anticipos al Personal,0,20900,20900,20900,
,,3413961.96,435680,3849641.96,3437008.56,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
